"ID","F1","F2","F3","Group","helped","advantage","applause","awe","banjo","banker","belief","bicycle","blue","bread","bridge","cabinet","cheese","circus","clever","clue","cough","council","cucumber","dark","day","driver","farmer","faucet","feared","field","forest","glass","hand","hoe","honeymoon","hope","hospital","hotel","ice","lake","mushroom","old","park","patient","piano","pig","plum","reporter","restaurant","ricochet","semester","sin","snub","spring","teacher","thunder","tiger","tomato","truce","trumpet","volcano","white","whole","xylophone"
"R_3Pq7qT4IDdZ1Bws",1.56597898426471,0.517045925785624,-0.70904926444206,"1","-1","-1","1","-1","-1","-1","1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","1","1","1","1","-1","1","1","1","1","-1","-1","1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","-1","1","-1","1","-1","-1","-1","1"
"R_WAM8D5mBJ9BhreF",2.65919646547739,1.85242418694818,3.23555363194707,"1","1","1","-1","-1","1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","1","-1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","1","1","1","1","1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1"
"R_DzPsTzcC4cWMlTr",2.44993659689952,2.07911040997116,0.874793455848255,"1","-1","1","1","1","1","1","1","1","1","-1","1","1","1","1","1","-1","-1","1","1","-1","-1","1","1","1","1","-1","1","1","1","1","1","1","1","1","1","1","1","1","1","-1","1","1","1","1","1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1"
"R_SDAf6lZK9I29r1v",-0.356200873532984,-0.594514305334066,-0.0438148055413571,"1","-1","1","1","-1","1","1","1","1","-1","-1","-1","1","-1","1","1","-1","1","1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","-1","-1","-1","1","-1","1","-1","-1","1","-1","1","1","1","-1","1"
"R_1r1WIXKRZd3hfUm",0.00457774322712594,-0.334238179560903,-0.215761169957674,"1","-1","-1","1","-1","1","1","1","-1","1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","-1","1","-1","1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","-1","1","1","1","-1","1","1","1","-1","1","-1","-1","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1"
"R_2B3ELLc3ngjztwu",0.344042328925096,0.807462501420129,-0.324139570769879,"1","1","-1","1","-1","1","1","-1","1","-1","-1","1","1","-1","-1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","-1","1","1","-1","1","1","-1","1","1","1"
"R_3emqMtBgAkY6yNZ",0.703835646154279,0.352152938913522,-0.842852961447009,"1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1","1","1","1","1","1","-1","1","1","1","1","1","1","-1","1","1","-1","1","-1","1","1","1","1","1","-1","1","-1","1","1","-1","1","1","-1","1","-1","1","1","-1","-1","1","-1","-1","1","1","1","1","-1","-1"
"R_2R1yL1jj5DP3atG",-0.424100920675238,-0.811050997177226,-0.323535216766113,"1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"R_uqbj2cbHc0JwqzL",0.980484431824509,0.854096296712636,0.264734516218865,"1","-1","1","1","1","1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","-1","1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","1","-1","1","1","1","1","1","1","1","1","-1","1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","-1","-1","1","-1","1"
"R_1r1eI9fgJo4UAdb",-0.849782625237144,-0.961730580560888,-0.153087219610524,"1","1","-1","1","-1","1","1","1","1","-1","-1","1","1","1","1","1","1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","-1","-1","1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","-1","1","1"
"R_2tDvnAamTT30BbX",0.570127807675802,2.40635353963447,1.72824864529444,"1","1","1","-1","1","1","-1","1","1","-1","1","1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","1","1","-1","-1","-1","1","1","1","1","1","1","-1","-1","-1","1","-1","-1","1","1","-1","1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","-1","-1","1","1"
"R_30pJZCFBPoCMqRH",-0.114840829841906,-0.271844722461885,-0.439108814232278,"1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"R_2xE7RDRdtY51O3k",-1.14895914796545,-0.910220322146598,-0.654970979453341,"1","-1","-1","-1","-1","1","-1","1","1","1","-1","1","-1","-1","1","-1","-1","-1","1","1","1","1","1","1","1","1","1","1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","1","1","1","-1","1","-1","1","-1","1","1","1","1","-1","1","1","1","-1","1","1","1","-1","-1","1"
"R_Og7hbOBoYt2ZKBr",2.34325421940239,1.57759917977157,0.0597663491628077,"1","1","1","-1","-1","-1","1","-1","-1","1","1","-1","1","-1","-1","-1","1","-1","-1","1","1","1","1","1","-1","1","1","-1","1","1","-1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","-1","1","-1","1","1","1","1"
"R_2c2CG9EE0yXoIYt",0.594096611997269,0.0145408917742458,-0.582313364531148,"1","1","-1","1","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","1","1","-1","1","1","1","1","-1","-1","-1","1","1","1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","-1","1","1","1","1","-1","-1","-1","1","-1","-1","-1","1","1","1","-1"
"R_269iPIBzJe0Q5rf",-0.837800417192359,-0.337868516362662,-0.447140601972949,"1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","1","1","-1","1","1","1","1","-1","1"
"R_T58w20BYlL1iTvz",-0.379681188698116,-0.0512266172565034,-0.24542495662937,"1","1","1","-1","1","1","-1","-1","-1","1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","-1","-1","-1","1","-1","-1","1","1","1","1","1","1","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","1","1","-1","1","1"
"R_33Cg70j17nddxQF",-0.899892954839661,-0.679523294749342,-0.36520498533985,"1","1","-1","-1","-1","1","1","-1","-1","-1","1","1","1","1","1","-1","-1","1","1","1","1","1","1","1","1","-1","1","1","1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","-1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","1","1","1","1","1"
"R_1KvAmxC828ZrTZJ",-1.17381324283878,-1.03301163811854,-0.459934999094832,"1","-1","1","1","1","1","-1","-1","-1","1","1","1","1","1","1","-1","1","-1","-1","1","1","-1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","1","-1","1","1","-1","1","-1","1","1","1","1","1","-1","-1","1","1","1","1","1","1","1","1","1","-1"
"R_W1WlmT8j2lJNONj",-0.114430382606913,-0.297808751296491,0.225896213281559,"1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","1","-1","1","1","1","1","1","-1","1","1","-1","-1","1","1","-1","-1","1","-1","1","1","1","-1","1","1","1","1","1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","-1","1","1","-1","1","1","1","-1"
"R_Cf99jNM54hgybN7",0.0589426082092758,-0.115995625360913,-0.657802324198393,"1","-1","-1","-1","-1","1","-1","-1","1","1","1","1","1","1","1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","1","1","1","-1","1","-1","-1","1","1","1","1","1","-1","1","-1","1","-1","1","-1","1","1","-1","-1","-1","-1","-1","1","-1","1","-1","1","1","-1","-1","1"
"R_8FZvlpsBTaFCZ8t",-0.104703436853306,0.289860104073458,-0.173163938849843,"1","-1","1","-1","-1","1","1","-1","1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","1","1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","-1","1","-1","-1","1","1","1","1","-1","1","1","1","-1","1"
"R_1NnveMr4t1VZcyZ",1.47800922384864,1.33412250796167,0.703419455448247,"1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","1","-1","-1","1","1","1","1","-1","-1","-1","1","1","1","1","-1","1","-1","1","-1","1","1","1","1"
"R_3xC8NfPHk7A5Nkd",1.82442434489752,2.35869708868299,-0.871996993634009,"1","1","1","-1","1","-1","-1","1","1","-1","-1","1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","1","1","1","1","1","-1","1","1","1","1","-1","1","-1","-1","-1","-1","1","-1","1","-1","1"
"R_12P8aGTVy9FCFrj",1.28207830400771,1.9498287220336,-0.042653027622566,"1","1","-1","1","-1","1","1","1","1","1","1","-1","1","-1","1","1","1","-1","1","-1","-1","-1","1","1","1","1","-1","1","-1","-1","-1","1","-1","1","1","1","1","1","1","1","1","1","1","-1","1","1","-1","-1","-1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","-1"
"R_2Cvu4jsXwqObPYS",0.838796242521402,1.16394119215843,0.483470372057021,"1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","1","1","1","-1","-1","-1","1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","1","1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","1","1","1","1","1"
"R_1dMFPspEtkuQVZ0",-0.442190899580705,-0.21713956931518,-0.52891303895238,"1","1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","-1","-1","1","1","1","1","1","-1","1","1","1","1","1","-1","-1"
"R_1mOzZjW9ZNwmQQW",0.679083913691387,0.343169168735138,-0.642508862201744,"1","-1","-1","1","1","-1","1","-1","1","-1","1","1","-1","1","1","-1","-1","1","1","-1","1","-1","1","1","-1","1","1","1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","1","-1","1","1","-1","1","1","1","1","1","1","-1","1","-1","1","-1","1","1","1","-1","-1","1"
"R_2ty7oD5v18gIFDb",-0.567235268145168,-0.74663087567615,0.893696562066833,"1","1","-1","1","-1","-1","1","1","1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","1","1","-1","1","-1","1","1","-1","1","-1","1","-1","1","1","1","1","-1","1","-1","-1","1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","1","-1","1","-1"
"R_1N3XOWGfzvZnIBO",0.0460361733070173,0.32227704544881,-0.726311259435526,"1","1","-1","1","1","1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","1","-1","-1","-1","1","1","1","1","1","-1","1","-1","1","-1","-1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","1","-1","1","1","-1","-1","1","1","1","1","1","1","1","-1","-1"
"R_3g5fQKXppv6ii1q",0.554688479758994,0.695231068620555,1.12785727798309,"1","1","1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","1","1","-1","-1","-1","-1","1","-1","-1","1","-1","1","-1","-1","-1","1","-1","1","1","1","1","1","-1","1","-1","-1","1","1","1","1","-1","-1"
"R_1DOspiNcohJB0YD",-0.501864240148312,-1.03760648458621,-0.400410546471094,"1","1","1","1","1","1","-1","-1","-1","1","-1","1","1","-1","1","-1","1","1","1","-1","1","-1","-1","-1","1","1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","1","-1"
"R_3Dk0PfeT84bwDoi",-0.660776446010517,-0.749936592927759,-0.903457820382847,"1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1"
"R_22E55PqPBG9qVoy",-0.0600273165247923,-0.182617202905769,-0.569683405916418,"1","1","1","1","1","1","1","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","1","1","-1","1","1","1","1","1","-1","-1","-1","-1","1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","1","1","1","-1","-1"
"R_200ZxiFC63Pfiy5",1.42527331137644,1.39332727403179,1.11718691633682,"1","1","1","-1","1","1","1","-1","1","-1","-1","1","-1","-1","1","1","-1","-1","1","-1","1","1","1","1","1","-1","-1","1","-1","-1","1","1","-1","1","-1","1","-1","-1","1","-1","-1","-1","1","-1","-1","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","1","1","1"
"R_1jiEsCLNpz3FC0J",1.33680361955522,0.707342187627019,2.07205296011897,"1","1","1","1","-1","1","1","-1","1","-1","1","-1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","1","-1","1","-1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","-1","1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","1","-1","1","-1","1","-1"
"R_2bP4BtvRmd20XmR",-0.157632690858821,0.0861086009273443,1.40931813879958,"1","1","1","1","1","1","1","1","1","1","1","1","-1","-1","1","-1","-1","1","1","-1","-1","1","1","1","1","1","1","-1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","-1","1","1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","-1","1","1","-1","-1","-1","1","-1"
"R_3yLTe7RKpRAZuNj",-0.982455492995063,-1.00628949022535,-0.212735879054949,"1","1","-1","1","-1","1","1","-1","1","1","-1","1","-1","-1","1","-1","-1","-1","1","-1","1","1","1","1","1","-1","1","1","1","-1","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","1","1","-1","1","1","1","-1","1"
"R_3EEmnUtpPvWzyK6",-1.07237568366265,-1.06941898345163,-0.386666774286782,"1","-1","-1","-1","1","1","1","-1","1","-1","1","-1","1","1","-1","1","-1","-1","-1","1","1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","-1","1","1","1","-1","1","1","-1","1","-1","-1","1","-1","1","-1","-1","1","1","-1","-1","1","1","1","1","-1","1","1","-1"
"R_21HrVTAW1VyxBuu",-0.127836189507641,-0.215383766617051,-0.937391944863397,"1","-1","-1","1","1","-1","1","1","1","-1","1","-1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","1","1","1","1","1","1","1","1","1","-1","1","1","-1","1","-1","-1","1","1","1","1","1","1","-1","-1","-1","-1","-1","-1"
"R_1hZs9XO94XwiNmI",-0.704839574983874,-1.16256201054613,-0.180181834417086,"1","-1","-1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","-1","1","-1","-1","1","1","1","-1","-1","-1","-1","-1","1","1","1","1","1","1","-1","1","1","1","-1","1","1","1","1","1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"R_3RrnxtOBGtf8Ge2",0.344306475990103,1.55978571559788,0.00531088974856816,"1","-1","1","-1","1","-1","1","-1","1","1","-1","1","1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","1","1","1","1","-1","-1","-1","-1","1","1","1","-1","-1","-1","1","1","1","-1","1","-1","1","-1","1","-1","1","-1","-1","1","1","1","1","-1","-1"
"R_1OiP6sqfrj3ZOWh",-0.82784697327109,-1.18217042320619,-0.0678716909926009,"1","1","-1","-1","1","1","1","-1","1","-1","-1","1","1","1","1","1","1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","-1","1","1","1","1","1","-1","-1","1","1","-1","1","-1","1","-1","-1","1","1","1","1","1"
"R_3nl3QAojUJKX315",-0.341468143457426,0.129423808356383,-0.117329803917657,"1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","1","-1","1","1","-1","1","-1","-1","1","-1","-1","1","1","1","-1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","1","1","-1","1","-1","1","-1","1","1","-1","-1","1","1","-1","-1","1","1","-1","-1","1"
"R_1pKirArAggBjfPi",-0.725427891243836,-0.668724305315711,0.190218974712693,"1","1","-1","1","-1","1","-1","-1","-1","1","1","1","1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","-1","1","-1","1","-1","-1","1","-1","1","1","-1","-1","-1","-1","1","1","1","1","1","-1","1"
"R_3MEUVjS4qtLqj6A",-0.548864293889463,-0.690825372280868,-0.621425766677361,"1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","1","-1","1","-1","1","-1","-1","-1","-1","1","1","1","-1","1","1","-1","1","-1","1","-1","-1","1","1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","-1","1","-1","-1","-1","1"
"R_a5busHVse9kzBCh",-0.838801072443009,-0.267237614174631,-0.476580923607485,"1","1","-1","-1","-1","-1","1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","1","1","1","-1","1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","1","-1","1","1","-1","1","-1","1","1","1","-1","1","1","1","-1"
"R_3ErG0QPkqhYMKlj",-0.804181301994777,-1.0626791450301,-0.439732075907685,"1","-1","1","1","1","1","-1","-1","1","-1","-1","1","-1","1","1","1","-1","1","1","1","1","1","1","-1","1","-1","1","-1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1"
"R_1JD8hp1cwxT70gS",1.12545117622191,1.16234619773481,1.10513277375984,"1","-1","1","1","1","1","1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","1","1","-1","1","1","-1","1","-1","1","-1","-1","-1","-1","1","1","-1","1","-1","1"
"R_3lLkajjQhck5iWb",-0.441153482576227,-0.214955285262447,-0.489676456111017,"1","-1","-1","1","1","1","1","-1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1","1","1","-1","1","-1","-1","-1","1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1"
"R_pzwW9IwV1Dfeljj",-0.981717751710417,-0.96401858314036,-0.555232083426803,"1","-1","1","1","1","-1","1","-1","1","1","-1","1","1","1","1","1","1","1","1","-1","1","-1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","-1","1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1"
"R_0SBClWER5FjTJLP",-0.378122111431129,-0.616064184744502,-0.4139685645549,"1","1","-1","1","1","-1","1","1","1","-1","1","-1","-1","1","1","-1","-1","-1","1","1","1","-1","1","1","1","-1","-1","-1","1","1","-1","-1","-1","1","-1","1","-1","1","1","-1","1","1","-1","1","-1","-1","1","1","-1","1","-1","1","1","1","1","1","1","1","-1","1","1"
"R_1Q43wSf1T9nRUZB",-1.02701210333733,-0.664807823645678,-0.0526480448440624,"1","-1","-1","1","1","-1","1","1","1","1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","1","1","1","-1","1","-1","-1","1","1","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","-1","1"
"R_1roAIV6gYu1r48q",0.613100547437991,0.467247807668688,0.415034771557999,"1","1","-1","1","-1","1","1","-1","1","-1","-1","1","-1","1","1","1","1","1","1","-1","1","1","1","1","-1","1","-1","1","-1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","-1","-1","1","1","-1","1","1","-1","1","-1","1","1","-1","1","1","1","1","-1"
"R_2CBT47t5EmlJHQx",-0.421792847887833,-0.12139838576637,-1.09325848544435,"1","1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","1","1","-1","1","-1","-1","1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","1","1","-1","1","1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","1","1","-1","-1","1"
"R_79esjXxkJ3IV0Dn",-1.05785712930238,-0.846655777570472,0.370173200380259,"1","-1","1","1","1","-1","-1","1","1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","1","1","1","-1","1","1","1","-1","1","-1","1","-1","1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","-1","1","1","1","1","-1","-1","-1","1","1","1","-1","-1","1","1"
"R_pxtvTCmO2r42is1",1.02865434638072,1.91048783959761,-0.137076131265337,"1","-1","1","1","-1","1","1","-1","1","1","-1","1","1","1","-1","-1","-1","1","1","-1","1","-1","-1","1","1","-1","-1","1","1","1","1","-1","-1","1","-1","1","-1","-1","1","1","-1","1","1","1","1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","1","1","1","-1","-1"
"R_YQQM8RvUTIrOXgR",-1.00657184658375,-1.0868098991123,-0.360196103068294,"1","1","1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","1","1","1","1","1","1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","-1","1"
"R_1DOyIPHE9zK2uty",1.43417499469173,2.10422141651234,0.641670743372655,"1","1","-1","-1","1","1","1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","1","1","-1","-1","1","1","-1","1","1","-1","1","1","1","1","-1","-1","-1"
"R_1H69XL0ewyyLYVp",-0.489028451125584,-0.425242611348109,-0.259663549320295,"1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","1","1","1","1","1","-1","-1","-1","1","-1","-1","1","1","-1","-1","1","1","-1","-1","1","-1","-1","1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","1"
"R_3meFNZrEQUFWMdd",0.20776148558832,0.160673897476238,-0.485925169395646,"1","1","1","1","-1","1","-1","-1","1","-1","-1","1","-1","-1","1","-1","1","1","1","1","-1","-1","1","1","1","1","1","1","1","-1","1","1","-1","-1","-1","1","1","-1","1","1","-1","-1","1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","-1","-1","1","1","1","-1","1"
"R_XOiHQB0gzzJljPP",-0.97782129228604,-0.983525560608715,-0.395094776662606,"1","1","1","-1","1","-1","1","-1","1","-1","1","1","1","1","1","-1","-1","-1","1","-1","1","-1","1","1","1","1","-1","1","1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","1","1","-1","-1","-1","1","-1","-1","-1","-1"
"R_2Btji10wFhDvs6u",1.50241625072039,0.98987616438814,0.229684944322708,"1","1","1","1","1","1","1","1","1","1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","1","-1","1","-1","-1","1","-1","-1","1","1","-1","1","1","1","1","-1","1","1","1","1","-1","1","1","-1","-1","1","1","1","1","1","1"
"R_12mSK6yRjZI6Un0",0.714294296915431,-0.284269710780629,-0.923709116034222,"1","1","1","1","1","-1","1","-1","1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","1","1","1","1","1","-1","-1","1","-1","1","-1","1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","-1","1","1","-1","1","1","-1","1","-1","1","1","-1","-1","-1"
"R_p3Gy742MqwIIRvH",-1.14127253754553,-1.20006800199973,0.0806040665614841,"1","-1","1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","1","1","-1","1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","1","1","1","1","-1","-1","1","-1","1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","-1","1","-1"
"R_3hgxaAQwkvUJeLi",-0.632059177308659,-0.943395186275965,-0.677225166872616,"1","-1","1","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","1","1","-1","1","1","-1","1","1","1","1","1","-1","1","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1","1","1","1","1","1","-1","1","1","1","-1","1","1","1","1","1","1","1","-1","-1"
"R_2rN2ZLasj50Et2Z",1.49156465105626,1.00362066143169,-0.510316736965364,"1","1","-1","1","-1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","1","1","1","1","1","1","1","1","-1","1","1","1","1","1","1","-1","1","1"
"R_xyJqt96Nk7RowrD",0.176709823428828,0.396570278254353,-0.743174853346876,"1","1","-1","-1","1","1","1","-1","1","-1","1","1","1","-1","1","-1","1","-1","-1","1","-1","-1","-1","1","1","1","1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","1","1","1","-1","1"
"R_vOn0nAs2urC2lrj",1.31529301887979,-0.663038923260351,1.05856508216574,"1","-1","1","1","-1","1","1","-1","-1","-1","-1","1","1","-1","1","-1","1","-1","1","1","1","1","-1","-1","-1","1","-1","1","1","1","1","1","1","1","1","-1","1","-1","-1","-1","1","-1","1","1","1","1","-1","-1","1","-1","-1","1","-1","1","1","1","-1","1","1","-1","1"
